School Name,Location,School Year,Within District Boundary,Reported,Grade Levels,Total Enrollment,COMPLETE,EXEMPT,Medical Exemption,Personal Exemption,Religious Exemption,Religious Membership Exemption,Exempt DT,Exempt Pertussis,Exempt MMR,Exempt Polio,Exempt Hep B,Exempt Varicella,Location 1
MOUNT VIEW ELEMENTARY,"11427 3RD AV S, SEATTLE, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,PK-6,693,0,0,0,0,0,0,0,0,0,0,0,0,"11427 3RD AV S
SEATTLE
(47.500244, -122.330524)"
UCIC SCHOOL,"3727 240TH ST SE, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,P-3,129,96.1,2.3,0,2.3,0,0,2.3,0.8,2.3,2.3,2.3,2.3,"3727 240TH ST SE
BOTHELL
(47.7805561, -122.1827406)"
SEATTLE MINI MEDICAL SCHOOL,"2400 S 240TH ST, DES MOINES, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,7-12,5,100,0,0,0,0,0,0,0,0,0,0,0,"2400 S 240TH ST
DES MOINES
(47.388042, -122.302447)"
VAN ASSELT ELEMENTARY SCHOOL,"8311 BEACON AV S, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,462,88.1,1.1,0.2,0.9,0,0,0.2,0.2,0.4,0.4,0.6,0.2,"8311 BEACON AV S
SEATTLE
(47.5290446, -122.288889)"
PRAISE CHRISTIAN ACADEMY,"1022 SW 151 ST, BURIEN, WA",2016-17,HIGHLINE SCHOOL DISTRICT,N,K-12,0,,,,,,,,,,,,,"1022 SW 151 ST
BURIEN
(47.4676603, -122.3483147)"
EMERSON HIGH SCHOOL (BEST SR HIGH),"10903 NE 53RD ST, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,9-12,59,55.9,11.9,1.7,10.2,0,0,8.5,6.8,10.2,8.5,8.5,8.5,"10903 NE 53RD ST
KIRKLAND
(47.6551131, -122.1950142)"
AMERICA'S CHILD MONTESSORI,"14340 NE 21ST, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,P-2,11,100,0,0,0,0,0,0,0,0,0,0,0,"14340 NE 21ST
BELLEVUE
(47.6287045, -122.1488712)"
COUGAR RIDGE ELEMENTARY,"4630 167TH AVE SE, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,K -5,583,97.1,2.7,0.2,2.7,0.2,0,1.5,1.5,1.9,1.7,2.2,2.4,"4630 167TH AVE SE
ISSAQUAH
(47.562055, -122.117468)"
ST. FRANCIS OF ASSISI SCHOOL,"15216 21ST AVE SW, BURIEN, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,K-8,465,86.2,2.8,0.6,2.2,0,0,1.3,1.3,0.9,1.3,2.2,1.3,"15216 21ST AVE SW
BURIEN
(47.4665684, -122.3605782)"
BELLEVUE HIGH SCHOOL,"10416 WOLVERINE WAY, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,9-12,1631,68.7,7.1,4.1,3.1,0.4,0,2.3,2.3,1.8,1.7,2.4,4.8,"10416 WOLVERINE WAY
BELLEVUE
(47.6041425, -122.1987031)"
MEDINA ACADEMY,"16600 NE 80TH ST, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,P-7,202,73.8,8.4,0,8.4,0.5,0,9.9,4.5,9.4,5,4.5,7.4,"16600 NE 80TH ST
REDMOND
(47.675237, -122.117582)"
SCENIC HILL ELEMENTARY SCHOOL,"26025 WOODLAND WAY S, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,599,87.5,1.3,0.3,1,0,0,0.5,0.5,0.5,0.7,1,1,"26025 WOODLAND WAY S
KENT
(47.3682236, -122.21066)"
TAHOMA SENIOR HIGH SCHOOL,"18200 SE 240TH ST, KENT, WA",2016-17,TAHOMA SCHOOL DISTRICT,Y,10-12,1831,75.9,3.8,0.5,3.1,0.3,0,2.6,2.3,2.1,1.5,1.6,1.8,"18200 SE 240TH ST
KENT
(47.3885825, -122.1005205)"
CRESTWOOD ELEMENTARY SCHOOL,"25225 180TH AVE SE, COVINGTON, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,479,90,5.8,0.4,5.6,0,0,5.2,5,5.2,5.4,3.8,5.2,"25225 180TH AVE SE
COVINGTON
(47.3758012, -122.1045733)"
CAMELOT ELEMENTARY SCHOOL,"4041 S 298TH, AUBURN, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,PK-5,301,84.7,7,2.3,4.3,0.3,0,5.6,5.6,5.6,5,6.3,6,"4041 S 298TH
AUBURN
(47.3345192, -122.2841273)"
COTTAGE LAKE ELEMENTARY,"15940 AVONDALE RD NE, WOODINVILLE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,PK-6,351,90,7.1,0.3,7.1,0,0,4.8,4.8,6,6,5.4,7.1,"15940 AVONDALE RD NE
WOODINVILLE
(47.7446942, -122.0791994)"
LOWELL ELEMENTARY SCHOOL,"1058 E MERCER ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-5,328,84.5,7.3,4.3,3,0,0.3,2.7,2.7,3.4,3,4,6.1,"1058 E MERCER ST
SEATTLE
(47.624702, -122.318307)"
HAZELWOOD ELEMENTARY SCHOOL,"6928 116TH AVE SE, NEWCASTLE, WA",2016-17,RENTON SCHOOL DISTRICT,Y,K -5,622,95.7,3.2,1,2.1,0.2,0,1.6,1.8,1.9,1.6,1.6,1.9,"6928 116TH AVE SE
NEWCASTLE
(47.5405371, -122.1849668)"
CHERRY VALLEY ELEMENTARY SCHOOL,"26701 NE CHERRY VALLEY RD, DUVALL, WA",2016-17,RIVERVIEW SCHOOL DISTRICT,Y,K -5,515,86.8,9.3,1.6,8.2,0,0,3.9,4.1,5.6,4.7,6.4,8,"26701 NE CHERRY VALLEY RD
DUVALL
(47.746621, -121.982018)"
HIGHLAND TERRACE ELEMENTARY,"100 N. 160TH STREET, SHORELINE, WA",2016-17,SHORELINE SCHOOL DISTRICT,Y,K -6,496,91.3,8.3,0.8,7.7,0,0,3.8,3.8,4.6,5.2,5.6,5.4,"100 N. 160TH STREET
SHORELINE
(47.7459139, -122.3596164)"
ACADEMY OF CITIZENSHIP AND EMPOWERMENT,"4424 SOUTH 188TH STREET, SEATAC, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,9-12,471,77.1,10.2,10.2,0,0,0,0,0,1.5,0,2.5,9.8,"4424 SOUTH 188TH STREET
SEATAC
(47.4352696, -122.278089)"
INGLEWOOD MIDDLE SCHOOL,"24120 NE 8TH ST, SAMMAMISH, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-8,1232,93.8,5.8,1.7,4.1,0.2,0,2.9,2.5,1.9,2.8,2.8,3.4,"24120 NE 8TH ST
SAMMAMISH
(47.6185463, -122.0175343)"
TIMBER RIDGE ELEMENTARY SCHOOL,"34412 SE SWENSON DR, SNOQUALMIE, WA",2016-17,SNOQUALMIE VALLEY SCHOOL DISTRICT,Y,K-5,601,87.4,3.5,0.8,2.7,0,0,2,1.8,2.8,2,1.7,3,"34412 SE SWENSON DR
SNOQUALMIE
(47.524689, -121.881674)"
MAYWOOD HILLS ELEMENTARY,"19510 104 AV NE, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,K -6,692,91.6,6.2,0.9,5.3,0.1,0.3,3.5,3.5,4,3.9,4.9,4.8,"19510 104 AV NE
BOTHELL
(47.7695974, -122.1982439)"
FRANKLIN ELEMENTARY,"12434 NE 60TH, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K -5,485,89.1,5.8,2.3,3.5,0,0,3.3,3.3,2.9,2.9,3.7,3.1,"12434 NE 60TH
KIRKLAND
(47.6623189, -122.1735555)"
SEATTLE CHRISTIAN SCHOOL,"18301 MILITARY RD S, SEATTLE, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,K-12,491,90.8,7.9,0,7.7,0,0.2,4.7,5.1,5.1,5.7,5.7,5.5,"18301 MILITARY RD S
SEATTLE
(47.4382792, -122.2739361)"
SMITH ELEMENTARY,"23305 NE 14TH ST, SAMMAMISH, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K -5,639,94.5,3.3,1.1,1.9,0.5,0,1.9,1.9,2.2,2,1.9,2.8,"23305 NE 14TH ST
SAMMAMISH
(47.6210116, -122.02737)"
VIEWLANDS ELEMENTARY SCHOOL,"10525 3RD AVE NW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-5,373,87.7,3.8,1.6,3.2,0.3,0,1.9,1.9,2.4,2.7,2.9,2.9,"10525 3RD AVE NW
SEATTLE
(47.706402, -122.3608172)"
NEELY O BRIEN ELEMENTARY SCHOOL,"6300 S 236TH ST, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,774,84.9,1.3,0.6,0.3,0.4,0,0.6,0.5,0.5,0.5,0.8,1.2,"6300 S 236TH ST
KENT
(47.391592, -122.256308)"
SPRINGBROOK ELEMENTARY SCHOOL,"20035 100TH AVE SE, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,553,90.2,1.4,0.4,1.1,0,0,1.1,1.1,0.7,1.3,1.3,0.9,"20035 100TH AVE SE
KENT
(47.4213692, -122.2084834)"
WHITMAN MIDDLE SCHOOL,"9201 15 AV NW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-8,860,68.8,8.8,2.7,7.2,0,0.1,3.8,3.8,3.7,4.2,5.5,7.8,"9201 15 AV NW
SEATTLE
(47.6965669, -122.3777192)"
SHORELINE CHRISTIAN SCHOOL,"2400 NE 147TH ST, SEATTLE, WA",2016-17,SHORELINE SCHOOL DISTRICT,Y,P-12,174,85.1,14.9,0.6,14.4,0,0,13.8,13.8,14.4,13.8,13.8,13.8,"2400 NE 147TH ST
SEATTLE
(47.73575, -122.303106)"
STELLA SCHOLA,"13505 NE 75TH STREET, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-8,90,90,10,5.6,4.4,1.1,0,2.2,2.2,5.6,4.4,3.3,7.8,"13505 NE 75TH STREET
REDMOND
(47.6701908, -122.1593152)"
WEDGWOOD ELEMENTARY SCHOOL,"2720 NE 85 ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,478,94.1,4.4,2.9,1.9,0,0.2,1.7,1.7,1.7,1.9,1.9,3.6,"2720 NE 85 ST
SEATTLE
(47.6903879, -122.29738)"
KENT ELEMENTARY SCHOOL,"24700 64TH AVENUE SOUTH, KENT, WA",2016-17,KENT SCHOOL DISTRICT,Y,K -6,704,82.7,0.7,0.3,0.4,0,0,0.4,0.4,0.6,0.6,0.3,0.6,"24700 64TH AVENUE SOUTH
KENT
(47.380299, -122.2518081)"
NORTHERN LIGHTS MONTESSORI SCHOOL,"8460 160TH AVE NE, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,P-2,0,,,,,,,,,,,,,"8460 160TH AVE NE
REDMOND
(47.6779593, -122.1267699)"
THE LAKE AND PARK SCHOOL,"3201 HUNTER BLVD S, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,N,P-8,0,,,,,,,,,,,,,"3201 HUNTER BLVD S
SEATTLE
(47.575011, -122.285455)"
NORTHWOOD MIDDLE SCHOOL,"17007 SE 184TH ST, RENTON, WA",2016-17,KENT SCHOOL DISTRICT,Y,7-8,652,95.2,3.7,0.6,2.8,0.3,0,2.1,2,1.4,1.5,2.1,2.6,"17007 SE 184TH ST
RENTON
(47.4374587, -122.113494)"
SEATTLE JEWISH COMMUNITY SCHOOL,"12351 8TH AVE NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K-5,72,98.6,1.4,0,1.4,0,0,0,1.4,0,1.4,1.4,1.4,"12351 8TH AVE NE
SEATTLE
(47.7192159, -122.321613)"
OLYMPIC MIDDLE SCHOOL,"1825 K ST SE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,6-8,768,91.9,2.6,0.4,1.8,0.4,0,1.6,1.3,0.7,0.8,0.8,1.6,"1825 K ST SE
AUBURN
(47.291924, -122.21737)"
ECKSTEIN MIDDLE SCHOOL,"3003 NE 75 ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-8,985,94.6,5.4,1.3,3.9,0.2,0,0.9,1.4,1.7,1.6,2.7,5.5,"3003 NE 75 ST
SEATTLE
(47.6816389, -122.294437)"
BEACON HILL INTERNATIONAL SCHOOL,"2025 14 AV S, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,428,86,2.1,1.4,0.9,0,0,0.7,0.7,0.5,0.9,0.7,1.9,"2025 14 AV S
SEATTLE
(47.585069, -122.315341)"
BEAVER LAKE MIDDLE SCHOOL,"25025 SE 32ND ST, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,6-8,838,96.2,2.6,0.5,2,0.2,0,1.2,1.2,1.1,0.7,1.2,1.6,"25025 SE 32ND ST
ISSAQUAH
(47.5800972, -122.0056888)"
DIMMITT MIDDLE SCHOOL,"12320 80TH AVE S, SEATTLE, WA",2016-17,RENTON SCHOOL DISTRICT,Y,6-8,960,91.8,2.3,0.1,1.7,0.5,0.1,1,0.9,1,0.9,1.3,1.6,"12320 80TH AVE S
SEATTLE
(47.4920705, -122.2317131)"
ILLAHEE MIDDLE SCHOOL,"36001 1ST AVE S, FEDERAL WAY, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,5-8,784,71,3.1,0.4,2.6,0,0.1,2.4,2.4,1.8,1.9,1.1,1.9,"36001 1ST AVE S
FEDERAL WAY
(47.277515, -122.336994)"
BENSON HILL ELEMENTARY SCHOOL,"18665 116TH AVE SE, RENTON, WA",2016-17,RENTON SCHOOL DISTRICT,Y,K -5,586,92.8,3.2,0.3,1.9,0.9,0.3,3.1,3.1,3.1,3.1,2.6,3.2,"18665 116TH AVE SE
RENTON
(47.4349028, -122.1877064)"
EASTSIDE CATHOLIC SCHOOL,"232 228TH AVE SE, SAMMAMISH, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-12,931,97.1,2.8,0.3,2.5,0,0,1.7,1.7,1.6,1.7,2,1.7,"232 228TH AVE SE
SAMMAMISH
(47.6063567, -122.0348618)"
JANE ADDAMS MIDDLE SCHOOL,"11051 24TH AVE. NE, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,6-8,932,81.7,7.8,4.3,4.7,0.2,0,2.5,2.4,3.1,2.3,4.1,7.3,"11051 24TH AVE. NE
SEATTLE
(47.710086, -122.303075)"
BRIGHTMONT ACADEMY--SAMMAMISH CAMPUS,"711 228TH AVE NE, SAMMAMISH, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-12,7,100,0,0,0,0,0,0,0,0,0,0,0,"711 228TH AVE NE
SAMMAMISH
(47.6156011, -122.0355812)"
ST. JOSEPH SCHOOL,"700 18TH AVE E, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K-8,593,97,2.5,0.2,2.4,0,0,1.3,1.3,1.2,1.2,1.7,1.5,"700 18TH AVE E
SEATTLE
(47.6258183, -122.3084169)"
ENVIRONMENTAL AND ADVENTURE SCHOOL,"8040 NE 132ND, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-8,142,89.4,9.9,1.4,8.5,0,0,2.8,2.8,4.2,2.8,5.6,4.9,"8040 NE 132ND
KIRKLAND
(47.7195589, -122.2306048)"
KENMORE JUNIOR HIGH,"20323 66 AV NE, KENMORE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,7-9,630,92.4,7,0.8,6.3,0,0,3.7,3.7,3.7,3.8,3.5,4.9,"20323 66 AV NE
KENMORE
(47.7761432, -122.2543883)"
ARBOR HEIGHTS ELEMENTARY SCHOOL,"3701 SW 104 ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,464,86.2,4.5,1.7,3,0.2,0,1.9,1.9,2.8,2.6,2.6,3.4,"3701 SW 104 ST
SEATTLE
(47.50951, -122.378)"
PACIFIC MIDDLE SCHOOL,"22705 24TH AVE S, DES MOINES, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,7-8,604,99,1,0.8,0.2,0,0,0.2,0,0.2,0,0.3,1,"22705 24TH AVE S
DES MOINES
(47.3986344, -122.3043032)"
DISCOVERY ELEMENTARY,"2300 228TH AVE SE, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,PK-5,587,98.3,1.4,0.5,0.9,0,0,0.9,0.9,1.2,1,1.2,1,"2300 228TH AVE SE
ISSAQUAH
(47.5894078, -122.0341485)"
MERCER ISLAND HIGH SCHOOL,"9100 SE 42ND, MERCER ISLAND, WA",2016-17,MERCER ISLAND SCHOOL DISTRICT,Y,9-12,1503,95.8,3.3,1.1,2.1,0.1,0,1.8,1.5,2.1,1.7,2.1,2.3,"9100 SE 42ND
MERCER ISLAND
(47.5719643, -122.2194874)"
SYLVESTER MIDDLE SCHOOL,"16222 SYLVESTER ROAD SW, BURIEN, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,7-8,703,88.3,6.4,4.3,2.1,0,0,0.7,0,0.9,0.1,0.9,3.8,"16222 SYLVESTER ROAD SW
BURIEN
(47.45772, -122.339579)"
ST. VINCENT DE PAUL SCHOOL,"30527 8TH AVE S, FEDERAL WAY, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,K-8,222,99.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,"30527 8TH AVE S
FEDERAL WAY
(47.327577, -122.3249779)"
ST. ANTHONY SCHOOL,"336 SHATTUCK AVE S, RENTON, WA",2016-17,RENTON SCHOOL DISTRICT,Y,K-8,442,97.3,2.7,0.9,1.6,0.2,0,1.8,1.8,1.8,1.8,1.6,2,"336 SHATTUCK AVE S
RENTON
(47.4787589, -122.212926)"
ENDEAVOUR ELEMENTARY SCHOOL,"26205 SE ISSAQUAH-FALL CITY RD, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,K -5,672,96.1,3.4,0.4,3,0,0,1.2,1.3,0.9,1.5,1.9,1.8,"26205 SE ISSAQUAH-FALL CITY RD
ISSAQUAH
(47.570799, -121.988243)"
NORTHWEST YESHIVA HIGH SCHOOL,"5017 90TH AVE SE, MERCER ISLAND, WA",2016-17,MERCER ISLAND SCHOOL DISTRICT,Y,9-12,63,96.8,3.2,0,3.2,0,0,3.2,3.2,3.2,3.2,3.2,3.2,"5017 90TH AVE SE
MERCER ISLAND
(47.5577818, -122.2200157)"
EXPLORER WEST MIDDLE SCHOOL,"10015 28TH AVE SW, SEATTLE, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,6-8,110,88.2,4.5,0,4.5,0,0,4.5,4.5,4.5,4.5,4.5,4.5,"10015 28TH AVE SW
SEATTLE
(47.5132043, -122.3692233)"
NEWCASTLE ELEMENTARY SCHOOL,"8440 136TH AVE SE, NEWCASTLE, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,K -5,621,96.1,3.2,0.6,2.7,0,0,1.3,1.3,1.8,2.1,2.3,2.6,"8440 136TH AVE SE
NEWCASTLE
(47.5283007, -122.1590602)"
ARTS AND ACADEMICS ACADEMY,"830 SW 116TH ST, SEATTLE, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,9-12,306,93.1,6.9,5.9,1,0,0,0.3,0.3,1,0.3,0.3,6.9,"830 SW 116TH ST
SEATTLE
(47.4996572, -122.3446813)"
BENNETT ELEMENTARY SCHOOL,"17900 NE 16TH STREET, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,K -5,419,88.5,5.7,1.9,4.1,0,0,1.2,1.2,2.6,1,2.4,3.3,"17900 NE 16TH STREET
BELLEVUE
(47.624913, -122.101725)"
JOHN ROGERS ELEMENTARY SCHOOL,"4030 NE 109 ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K -5,361,86.4,3.9,1.7,3,0,0,1.4,1.4,1.7,2.5,3,3.9,"4030 NE 109 ST
SEATTLE
(47.70731, -122.2847558)"
ST. MARK SCHOOL,"18033 15TH PL NE, SHORELINE, WA",2016-17,SHORELINE SCHOOL DISTRICT,Y,P-8,116,96.6,3.4,0,3.4,0,0,1.7,1.7,0.9,1.7,0.9,0.9,"18033 15TH PL NE
SHORELINE
(47.7607489, -122.314192)"
ST. MONICA SCHOOL,"4320 87TH AVE SE, MERCER ISLAND, WA",2016-17,MERCER ISLAND SCHOOL DISTRICT,Y,P-8,156,96.2,3.8,0,3.8,0,0,2.6,2.6,2.6,2.6,2.6,3.8,"4320 87TH AVE SE
MERCER ISLAND
(47.5693913, -122.2224449)"
KAMIAKIN MIDDLE SCHOOL,"14111 132ND AVE NE, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,6-8,575,88.9,7,0.9,6.1,0,0,2.8,2.4,1.9,2.6,3,4.2,"14111 132ND AVE NE
KIRKLAND
(47.7274606, -122.1658681)"
BRIARCREST ELEMENTARY,"2715 N.E. 158TH STREET, SHORELINE, WA",2016-17,SHORELINE SCHOOL DISTRICT,Y,K -6,530,94.2,5.1,0.2,4.9,0,0,2.3,2.1,2.5,2.8,3,4.2,"2715 N.E. 158TH STREET
SHORELINE
(47.7419147, -122.2977449)"
CHRYSALIS SCHOOL (9-12),"18720 142ND AVE NE, WOODINVILLE, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,9-12,131,91.6,3.8,0,3.1,0.8,0,3.1,3.1,3.8,3.1,3.1,3.1,"18720 142ND AVE NE
WOODINVILLE
(47.7631, -122.149528)"
JEWISH DAY SCHOOL,"15749 NE 4TH ST, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,P-8,133,94.7,5.3,0,5.3,0,0,5.3,5.3,5.3,5.3,5.3,5.3,"15749 NE 4TH ST
BELLEVUE
(47.612981, -122.1283035)"
FRANK LOVE ELEMENTARY,"303 224TH ST SW, BOTHELL, WA",2016-17,NORTHSHORE SCHOOL DISTRICT,Y,K-5,652,94.6,4.4,0.5,3.8,0,0.2,2.3,2.3,2.8,2.3,2.9,2.8,"303 224TH ST SW
BOTHELL
(47.795915, -122.236934)"
SNOQUALMIE SPRINGS SCHOOL,"25237 SE ISSAQUAH FALL CITY RD, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,P-3,55,100,0,0,0,0,0,0,0,0,0,0,0,"25237 SE ISSAQUAH FALL CITY RD
ISSAQUAH
(47.5639547, -122.002388)"
HOPE ACADEMY,"9421 18TH AVE SW, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,K-8,67,100,0,0,0,0,0,0,0,0,0,0,0,"9421 18TH AVE SW
SEATTLE
(47.518549, -122.358282)"
AUBURN SENIOR HIGH SCHOOL,"800 4TH ST NE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,9-12,1690,92,3.8,0.8,2.6,0.3,0.2,1.6,1.5,1.6,1.1,1.5,3.1,"800 4TH ST NE
AUBURN
(47.3106205, -122.2194038)"
NORTHERN LIGHTS MONTESSORI SCHOOL WILLOWS CAMPUS,"14615 NE 91ST ST, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K-2,32,100,0,0,0,0,0,0,0,0,0,0,0,"14615 NE 91ST ST
REDMOND
(47.682553, -122.145926)"
TUKWILA ELEMENTARY,"5939 S 149TH ST, TUKWILA, WA",2016-17,TUKWILA SCHOOL DISTRICT,Y,PK-5,563,92.7,3.7,0,3,0.5,0.2,2.3,2.1,2.5,2.5,2.1,2.7,"5939 S 149TH ST
TUKWILA
(47.468855, -122.2591268)"
BUENA VISTA SDA SCHOOL,"3320 ACADEMY DR SE, AUBURN, WA",2016-17,AUBURN SCHOOL DISTRICT,Y,K-8,208,82.2,13.5,1.4,12,0,0,11.1,11.1,10.1,7.7,6.7,9.6,"3320 ACADEMY DR SE
AUBURN
(47.280722, -122.157185)"
MOUNT RAINIER HIGH SCHOOL,"22450 19TH AVE S, DES MOINES, WA",2016-17,HIGHLINE SCHOOL DISTRICT,Y,9-12,1678,95.3,1.5,0.1,1.4,0.1,0,1.1,1.1,1,1,1.1,1.3,"22450 19TH AVE S
DES MOINES
(47.3996786, -122.3074021)"
AMAZING GRACE CHRISTIAN SCHOOL,"10056 RENTON AVE S, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,PK-2,91,98.9,1.1,0,1.1,0,0,1.1,1.1,1.1,1.1,1.1,1.1,"10056 RENTON AVE S
SEATTLE
(47.5108566, -122.259723)"
PANTHER LAKE ELEMENTARY SCHOOL,"34424 1ST AV S, FEDERAL WAY, WA",2016-17,FEDERAL WAY SCHOOL DISTRICT,Y,PK-5,484,89.5,5.2,2.9,1.9,0,0.4,2.9,2.9,2.7,3.3,2.5,4.3,"34424 1ST AV S
FEDERAL WAY
(47.2932833, -122.3329976)"
MIDDLE COLLEGE HIGH SCHOOL,"1330 N 90 ST, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,9-12,132,54.5,15.2,13.6,6.8,0,0,5.3,5.3,3.8,1.5,6.8,14.4,"1330 N 90 ST
SEATTLE
(47.694691, -122.3412022)"
BLACK DIAMOND ELEMENTARY,"25314 BAKER STREET, BLACK DIAMOND, WA",2016-17,ENUMCLAW SCHOOL DISTRICT,Y,K -5,281,89.3,10,2.8,6.4,0.4,0.4,6,5.7,7.1,6.8,5.7,8.5,"25314 BAKER STREET
BLACK DIAMOND
(47.3101417, -122.0052064)"
ST. JOSEPH CATHOLIC SCHOOL OF ISSAQUAH,"200 MOUNTAIN PARK BLVD, ISSAQUAH, WA",2016-17,ISSAQUAH SCHOOL DISTRICT,Y,P-8,278,90.6,1.4,1.4,0,0,0,1.4,1.4,1.4,1.4,1.4,1.4,"200 MOUNTAIN PARK BLVD
ISSAQUAH
(47.5289564, -122.0434416)"
L & E ACADEMY,"308 4TH AVE S, KIRKLAND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,N,9-12,0,,,,,,,,,,,,,"308 4TH AVE S
KIRKLAND
(47.67299, -122.201703)"
THE BEAR CREEK SCHOOL,"8905 208TH AVE NE, REDMOND, WA",2016-17,LAKE WASHINGTON SCHOOL DISTRICT,Y,K-12,701,93.9,6.1,0.4,5.7,0,0,2.9,2.9,2.9,3.3,4.3,4.4,"8905 208TH AVE NE
REDMOND
(47.6812619, -122.065522)"
DERECH EMUNAH DBA SEATTLE JEWISH GIRLS HIGH SCHOOL,"650 S ORCAS, SEATTLE, WA",2016-17,SEATTLE PUBLIC SCHOOLS,Y,9-10,19,84.2,15.8,0,15.8,0,0,10.5,10.5,10.5,10.5,15.8,15.8,"650 S ORCAS
SEATTLE
(47.551994, -122.325242)"
SAMMAMISH SENIOR HIGH,"100  140TH AVENUE SE, BELLEVUE, WA",2016-17,BELLEVUE SCHOOL DISTRICT,Y,9-12,1056,68.8,9.9,5.8,5,0.2,0,3.5,3.5,2.9,3,4.5,6.8,"100 140TH AVENUE SE
BELLEVUE
(47.6085588, -122.1510662)"
